"File","Size","Lines","Extension"
"snapshots\20250112-1415\www\scripts\tab-position-fix.js","1937","54",".js"
"_quarantine\tests_pages\thank-you.html","1899","60",".html"
"www\analyze-syntax.js","1854","53",".js"
"snapshots\20250112-1215\www\analyze-syntax.js","1852","53",".js"
"snapshots\20250112-1700\staging\www\analyze-syntax.js","1852","53",".js"
"snapshots\20250112-1600\www\analyze-syntax.js","1852","53",".js"
"snapshots\20250112-1220-phase-b-complete\www\analyze-syntax.js","1852","53",".js"
"backups\backup_v23.78_before_merge_20250112_093803\analyze-syntax.js","1852","53",".js"
"snapshots\20250112-1500\www\analyze-syntax.js","1852","53",".js"
"backups\backup_v23.78_before_merge_20250914_093719\analyze-syntax.js","1852","53",".js"
"snapshots\20250112-1400\www\analyze-syntax.js","1850","53",".js"
"snapshots\20250112-1700\staging\analyze-syntax.js","1850","53",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\analyze-syntax.js","1850","53",".js"
"snapshots\20250112-1415\www\analyze-syntax.js","1850","53",".js"
"backups\backup_v14.3_20250908_165215\scripts\simple-search-test.js","1815","60",".js"
"backups\backup_v14.4_card_standardization_20250908_171454\scripts\simple-search-test.js","1815","60",".js"
"verify-implementations.js","1765","33",".js"
"test-enhancements.js","1735","39",".js"
"snapshots\20250112-1400\www\scripts\safe-console-replacement.js","1687","58",".js"
"snapshots\20250112-1700\staging\scripts\safe-console-replacement.js","1687","58",".js"
"backups\backup_v23.78_before_merge_20250914_093719\scripts\safe-console-replacement.js","1687","58",".js"
"snapshots\20250112-1220-phase-b-complete\www\scripts\safe-console-replacement.js","1687","58",".js"
"backups\backup_v14.4_card_standardization_20250908_171454\scripts\safe-console-replacement.js","1687","58",".js"
"backups\backup_v14.3_20250908_165215\scripts\safe-console-replacement.js","1687","58",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\scripts\safe-console-replacement.js","1687","58",".js"
"snapshots\20250112-1500\www\scripts\safe-console-replacement.js","1687","58",".js"
"www\scripts\safe-console-replacement.js","1687","58",".js"
"snapshots\20250112-1415\www\scripts\safe-console-replacement.js","1687","58",".js"
"snapshots\20250112-1600\www\scripts\safe-console-replacement.js","1687","58",".js"
"snapshots\20250112-1215\www\scripts\safe-console-replacement.js","1687","58",".js"
"snapshots\20250112-1700\staging\www\scripts\safe-console-replacement.js","1687","58",".js"
"backups\backup_v23.78_before_merge_20250112_093803\scripts\safe-console-replacement.js","1687","58",".js"
"_quarantine\root_misc\verify-mobile-guard.js","1667","31",".js"
"www\js\syntax-fix.js","1652","41",".js"
"backups\backup_v23.78_before_merge_20250112_093803\js\syntax-fix.js","1650","41",".js"
"snapshots\20250112-1215\www\js\syntax-fix.js","1650","41",".js"
"backups\backup_v23.78_before_merge_20250914_093719\js\syntax-fix.js","1650","41",".js"
"snapshots\20250112-1500\www\js\syntax-fix.js","1650","41",".js"
"snapshots\20250112-1700\staging\www\js\syntax-fix.js","1650","41",".js"
"snapshots\20250112-1220-phase-b-complete\www\js\syntax-fix.js","1650","41",".js"
"snapshots\20250112-1600\www\js\syntax-fix.js","1650","41",".js"
"snapshots\20250112-1700\staging\js\syntax-fix.js","1648","41",".js"
"snapshots\20250112-1415\www\js\syntax-fix.js","1648","41",".js"
"snapshots\20250112-1400\www\js\syntax-fix.js","1648","41",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\js\syntax-fix.js","1648","41",".js"
"snapshots\20250112-1215\www\tmdb-config.js","1646","44",".js"
"snapshots\20250112-1600\www\tmdb-config.js","1646","44",".js"
"snapshots\20250112-1500\www\tmdb-config.js","1646","44",".js"
"snapshots\20250112-1700\staging\www\tmdb-config.js","1646","44",".js"
"snapshots\20250112-1400\www\tmdb-config.js","1646","44",".js"
"backups\backup_v23.78_before_merge_20250914_093719\tmdb-config.js","1646","44",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\tmdb-config.js","1646","44",".js"
"snapshots\20250112-1220-phase-b-complete\www\tmdb-config.js","1646","44",".js"
"backups\backup_v23.78_before_merge_20250112_093803\tmdb-config.js","1646","44",".js"
"www\tmdb-config.js","1646","44",".js"
"snapshots\20250112-1700\staging\tmdb-config.js","1646","44",".js"
"snapshots\20250112-1415\www\tmdb-config.js","1646","44",".js"
"snapshots\20250112-1600\www\js\firebase-init.js","1512","34",".js"
"snapshots\20250112-1700\staging\www\js\firebase-init.js","1512","34",".js"
"snapshots\20250112-1500\www\js\firebase-init.js","1512","34",".js"
"snapshots\20250112-1215\www\js\firebase-init.js","1512","34",".js"
"snapshots\20250112-1220-phase-b-complete\www\js\firebase-init.js","1512","34",".js"
"backups\backup_v23.78_before_merge_20250112_093803\js\firebase-init.js","1512","34",".js"
"www\js\firebase-init.js","1512","34",".js"
"snapshots\20250112-1700\staging\js\firebase-init.js","1512","34",".js"
"backups\backup_v23.78_before_merge_20250914_093719\js\firebase-init.js","1512","34",".js"
"backups\backup_v14.4_card_standardization_20250908_171454\split_exact\styles\inline-style-02.css","1479","43",".css"
"snapshots\20250112-1700\staging\www\split_exact\styles\inline-style-02.css","1479","43",".css"
"backups\backup_v23.78_before_merge_20250112_093803\split_exact\styles\inline-style-02.css","1479","43",".css"
"split_exact\styles\inline-style-02.css","1479","43",".css"
"_quarantine\backups\backup_20250903_181036\www\split_exact\styles\inline-style-02.css","1479","43",".css"
"_quarantine\backups\backup_20250903_181036\www\www\split_exact\styles\inline-style-02.css","1479","43",".css"
"snapshots\20250112-1500\www\split_exact\styles\inline-style-02.css","1479","43",".css"
"www\split_exact\styles\inline-style-02.css","1479","43",".css"
"snapshots\20250112-1215\www\split_exact\styles\inline-style-02.css","1479","43",".css"
"snapshots\20250112-1415\www\split_exact\styles\inline-style-02.css","1479","43",".css"
"snapshots\20250112-1220-phase-b-complete\www\split_exact\styles\inline-style-02.css","1479","43",".css"
"snapshots\20250112-1700\staging\split_exact\styles\inline-style-02.css","1479","43",".css"
"backups\backup_v14.3_20250908_165215\split_exact\styles\inline-style-02.css","1479","43",".css"
"backups\backup_v23.25_duplicate_fix_20250912_1051\split_exact\styles\inline-style-02.css","1479","43",".css"
"snapshots\20250112-1400\www\split_exact\styles\inline-style-02.css","1479","43",".css"
"backups\backup_v23.78_before_merge_20250914_093719\split_exact\styles\inline-style-02.css","1479","43",".css"
"snapshots\20250112-1600\www\split_exact\styles\inline-style-02.css","1479","43",".css"
"_quarantine\backups\backup_20250903_181036\www\www\styles\inline-style-02.css","1464","48",".css"
"_quarantine\backups\backup_20250903_181036\www\styles\inline-style-02.css","1464","48",".css"
"reports\depcheck.json","1322","0",".json"
"snapshots\20250112-1220-phase-b-complete\www\scripts\settings\index.js","1291","23",".js"
"www\scripts\settings\index.js","1291","23",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\scripts\settings\index.js","1291","23",".js"
"snapshots\20250112-1415\www\scripts\settings\index.js","1291","23",".js"
"snapshots\20250112-1600\www\scripts\settings\index.js","1291","23",".js"
"snapshots\20250112-1700\staging\www\scripts\settings\index.js","1291","23",".js"
"backups\backup_v23.78_before_merge_20250914_093719\scripts\settings\index.js","1291","23",".js"
"snapshots\20250112-1700\staging\scripts\settings\index.js","1291","23",".js"
"snapshots\20250112-1500\www\scripts\settings\index.js","1291","23",".js"
"snapshots\20250112-1215\www\scripts\settings\index.js","1291","23",".js"
"snapshots\20250112-1400\www\scripts\settings\index.js","1291","23",".js"
"backups\backup_v23.78_before_merge_20250112_093803\scripts\settings\index.js","1291","23",".js"
"snapshots\20250112-1220-phase-b-complete\www\test-fixes.js","1261","39",".js"
"snapshots\20250112-1700\staging\www\test-fixes.js","1261","39",".js"
"snapshots\20250112-1415\www\test-fixes.js","1261","39",".js"
"backups\backup_v23.78_before_merge_20250914_093719\test-fixes.js","1261","39",".js"
"www\test-fixes.js","1261","39",".js"
"snapshots\20250112-1700\staging\test-fixes.js","1261","39",".js"
"snapshots\20250112-1500\www\test-fixes.js","1261","39",".js"
"snapshots\20250112-1400\www\test-fixes.js","1261","39",".js"
"snapshots\20250112-1215\www\test-fixes.js","1261","39",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\test-fixes.js","1261","39",".js"
"backups\backup_v23.78_before_merge_20250112_093803\test-fixes.js","1261","39",".js"
"snapshots\20250112-1600\www\test-fixes.js","1261","39",".js"
"package.json","1142","0",".json"
"_quarantine\backups\backup_20250903_181036\www\firebase-config.js","987","33",".js"
"_quarantine\backups\backup_20250903_181036\www\www\firebase-config.js","987","33",".js"
"_quarantine\experiments\tests\i18n-network.spec.ts","950","29",".ts"
"playwright.config.ts","929","26",".ts"
"backups\backup_v23.78_before_merge_20250914_093719\manifest.json","914","0",".json"
"manifest.json","914","0",".json"
"snapshots\20250112-1220-phase-b-complete\www\manifest.json","914","0",".json"
"www\manifest.json","914","0",".json"
"backups\backup_v23.25_duplicate_fix_20250912_1051\manifest.json","914","0",".json"
"_quarantine\backups\backup_20250903_181036\www\manifest.json","914","0",".json"
"snapshots\20250112-1400\www\manifest.json","914","0",".json"
"backups\backup_v14.3_20250908_165215\manifest.json","914","0",".json"
"snapshots\20250112-1215\www\manifest.json","914","0",".json"
"snapshots\20250112-1600\www\manifest.json","914","0",".json"
"snapshots\20250112-1500\www\manifest.json","914","0",".json"
"snapshots\20250112-1700\staging\manifest.json","914","0",".json"
"snapshots\20250112-1700\staging\www\manifest.json","914","0",".json"
"_quarantine\backups\backup_20250903_181036\www\www\manifest.json","914","0",".json"
"backups\backup_v14.4_card_standardization_20250908_171454\manifest.json","914","0",".json"
"snapshots\20250112-1415\www\manifest.json","914","0",".json"
"backups\backup_v23.78_before_merge_20250112_093803\manifest.json","914","0",".json"
"backups\backup_v23.78_before_merge_20250112_093803\js\bootstrap.js","867","26",".js"
"www\js\bootstrap.js","867","26",".js"
"snapshots\20250112-1600\www\js\bootstrap.js","867","26",".js"
"snapshots\20250112-1700\staging\www\js\bootstrap.js","867","26",".js"
"snapshots\20250112-1500\www\js\bootstrap.js","867","26",".js"
"snapshots\20250112-1215\www\js\bootstrap.js","867","26",".js"
"snapshots\20250112-1220-phase-b-complete\www\js\bootstrap.js","867","26",".js"
"snapshots\20250112-1415\www\js\bootstrap.js","867","26",".js"
"snapshots\20250112-1400\www\js\bootstrap.js","867","26",".js"
"backups\backup_v23.78_before_merge_20250914_093719\js\bootstrap.js","867","26",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\js\bootstrap.js","867","26",".js"
"snapshots\20250112-1700\staging\js\bootstrap.js","867","26",".js"
"snapshots\20250112-1700\staging\www\scripts\card.js","808","23",".js"
"backups\backup_v23.78_before_merge_20250112_093803\scripts\card.js","808","23",".js"
"snapshots\20250112-1600\www\scripts\card.js","808","23",".js"
"snapshots\20250112-1700\staging\scripts\card.js","808","23",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\scripts\card.js","808","23",".js"
"backups\backup_v23.78_before_merge_20250914_093719\scripts\card.js","808","23",".js"
"snapshots\20250112-1215\www\scripts\card.js","808","23",".js"
"www\scripts\card.js","808","23",".js"
"snapshots\20250112-1415\www\scripts\card.js","808","23",".js"
"snapshots\20250112-1500\www\scripts\card.js","808","23",".js"
"snapshots\20250112-1220-phase-b-complete\www\scripts\card.js","808","23",".js"
"snapshots\20250112-1400\www\scripts\card.js","808","23",".js"
"_quarantine\backups\backup_20250903_181036\www\www\js\bootstrap.js","799","26",".js"
"_quarantine\backups\backup_20250902_130607\js\bootstrap.js","799","26",".js"
"backups\backup_v14.3_20250908_165215\js\bootstrap.js","799","26",".js"
"_quarantine\backups\backup_20250903_181036\www\js\bootstrap.js","799","26",".js"
"backups\backup_v14.4_card_standardization_20250908_171454\js\bootstrap.js","799","26",".js"
"snapshots\20250112-1700\staging\www\package.json","795","0",".json"
"snapshots\20250112-1415\www\package.json","795","0",".json"
"snapshots\20250112-1215\www\package.json","795","0",".json"
"snapshots\20250112-1220-phase-b-complete\www\package.json","795","0",".json"
"snapshots\20250112-1700\staging\package.json","795","0",".json"
"backups\backup_v14.4_card_standardization_20250908_171454\package.json","795","0",".json"
"snapshots\20250112-1600\www\package.json","795","0",".json"
"snapshots\20250112-1500\www\package.json","795","0",".json"
"backups\backup_v23.25_duplicate_fix_20250912_1051\package.json","795","0",".json"
"backups\backup_v14.3_20250908_165215\package.json","795","0",".json"
"snapshots\20250112-1400\www\package.json","795","0",".json"
"backups\backup_v23.78_before_merge_20250914_093719\package.json","795","0",".json"
"www\package.json","795","0",".json"
"backups\backup_v23.78_before_merge_20250112_093803\package.json","795","0",".json"
"snapshots\20250112-1215\www\scripts\flags-init.js","772","20",".js"
"snapshots\20250112-1700\staging\scripts\flags-init.js","772","20",".js"
"snapshots\20250112-1415\www\scripts\flags-init.js","772","20",".js"
"snapshots\20250112-1500\www\scripts\flags-init.js","772","20",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\scripts\flags-init.js","772","20",".js"
"snapshots\20250112-1220-phase-b-complete\www\scripts\flags-init.js","772","20",".js"
"snapshots\20250112-1600\www\scripts\flags-init.js","772","20",".js"
"www\scripts\flags-init.js","772","20",".js"
"backups\backup_v23.78_before_merge_20250112_093803\scripts\flags-init.js","772","20",".js"
"snapshots\20250112-1400\www\scripts\flags-init.js","772","20",".js"
"snapshots\20250112-1700\staging\www\scripts\flags-init.js","772","20",".js"
"backups\backup_v23.78_before_merge_20250914_093719\scripts\flags-init.js","772","20",".js"
".netlify\functions\manifest.json","648","0",".json"
"snapshots\20250112-1700\staging\split_exact\split-manifest.json","599","0",".json"
"backups\backup_v23.78_before_merge_20250914_093719\split_exact\split-manifest.json","599","0",".json"
"backups\backup_v23.25_duplicate_fix_20250912_1051\split_exact\split-manifest.json","599","0",".json"
"_quarantine\backups\backup_20250903_181036\www\www\split_exact\split-manifest.json","599","0",".json"
"snapshots\20250112-1600\www\split_exact\split-manifest.json","599","0",".json"
"_quarantine\backups\backup_20250903_181036\www\split-manifest.json","599","0",".json"
"backups\backup_v23.78_before_merge_20250112_093803\split_exact\split-manifest.json","599","0",".json"
"snapshots\20250112-1220-phase-b-complete\www\split_exact\split-manifest.json","599","0",".json"
"snapshots\20250112-1700\staging\www\split_exact\split-manifest.json","599","0",".json"
"split_exact\split-manifest.json","599","0",".json"
"backups\backup_v14.4_card_standardization_20250908_171454\split_exact\split-manifest.json","599","0",".json"
"_quarantine\backups\backup_20250903_181036\www\split_exact\split-manifest.json","599","0",".json"
"_quarantine\backups\backup_20250903_181036\www\www\split-manifest.json","599","0",".json"
"snapshots\20250112-1215\www\split_exact\split-manifest.json","599","0",".json"
"snapshots\20250112-1415\www\split_exact\split-manifest.json","599","0",".json"
"www\split_exact\split-manifest.json","599","0",".json"
"snapshots\20250112-1400\www\split_exact\split-manifest.json","599","0",".json"
"backups\backup_v14.3_20250908_165215\split_exact\split-manifest.json","599","0",".json"
"snapshots\20250112-1500\www\split_exact\split-manifest.json","599","0",".json"
"backups\backup_v14.3_20250908_165215\tmdb-config.js","536","12",".js"
"backups\backup_v14.4_card_standardization_20250908_171454\tmdb-config.js","536","12",".js"
"backups\backup_v23.78_before_merge_20250112_093803\split-manifest.json","499","0",".json"
"snapshots\20250112-1700\staging\split-manifest.json","499","0",".json"
"snapshots\20250112-1700\staging\www\split-manifest.json","499","0",".json"
"www\split-manifest.json","499","0",".json"
"backups\backup_v23.78_before_merge_20250914_093719\split-manifest.json","499","0",".json"
"snapshots\20250112-1215\www\split-manifest.json","499","0",".json"
"backups\backup_v14.4_card_standardization_20250908_171454\split-manifest.json","499","0",".json"
"backups\backup_v23.25_duplicate_fix_20250912_1051\split-manifest.json","499","0",".json"
"snapshots\20250112-1500\www\split-manifest.json","499","0",".json"
"snapshots\20250112-1400\www\split-manifest.json","499","0",".json"
"backups\backup_v14.3_20250908_165215\split-manifest.json","499","0",".json"
"snapshots\20250112-1415\www\split-manifest.json","499","0",".json"
"snapshots\20250112-1600\www\split-manifest.json","499","0",".json"
"snapshots\20250112-1220-phase-b-complete\www\split-manifest.json","499","0",".json"
"snapshots\20250112-1700\staging\styles\inline-style-02.css","466","10",".css"
"snapshots\20250112-1415\www\styles\inline-style-02.css","466","10",".css"
"snapshots\20250112-1400\www\styles\inline-style-02.css","466","10",".css"
"backups\backup_v23.78_before_merge_20250112_093803\styles\inline-style-02.css","466","10",".css"
"www\styles\inline-style-02.css","466","10",".css"
"snapshots\20250112-1215\www\styles\inline-style-02.css","466","10",".css"
"backups\backup_v23.25_duplicate_fix_20250912_1051\styles\inline-style-02.css","466","10",".css"
"snapshots\20250112-1500\www\styles\inline-style-02.css","466","10",".css"
"snapshots\20250112-1600\www\styles\inline-style-02.css","466","10",".css"
"snapshots\20250112-1220-phase-b-complete\www\styles\inline-style-02.css","466","10",".css"
"backups\backup_v23.78_before_merge_20250914_093719\styles\inline-style-02.css","466","10",".css"
"snapshots\20250112-1700\staging\www\styles\inline-style-02.css","466","10",".css"
"backups\backup_v23.78_before_merge_20250112_093803\scripts\app-state.js","463","11",".js"
"snapshots\20250112-1400\www\scripts\app-state.js","463","11",".js"
"snapshots\20250112-1220-phase-b-complete\www\scripts\app-state.js","463","11",".js"
"snapshots\20250112-1600\www\scripts\app-state.js","463","11",".js"
"snapshots\20250112-1700\staging\scripts\app-state.js","463","11",".js"
"snapshots\20250112-1500\www\scripts\app-state.js","463","11",".js"
"backups\backup_v23.78_before_merge_20250914_093719\scripts\app-state.js","463","11",".js"
"www\scripts\app-state.js","463","11",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\scripts\app-state.js","463","11",".js"
"snapshots\20250112-1700\staging\www\scripts\app-state.js","463","11",".js"
"snapshots\20250112-1215\www\scripts\app-state.js","463","11",".js"
"snapshots\20250112-1415\www\scripts\app-state.js","463","11",".js"
"auth-health-check.js","442","7",".js"
"_quarantine\experiments\tests\example.spec.ts","432","9",".ts"
".netlify\state.json","425","0",".json"
"snapshots\20250112-1220-phase-b-complete\www\firebase-config.js","420","11",".js"
"snapshots\20250112-1215\www\firebase-config.js","420","11",".js"
"snapshots\20250112-1700\staging\www\firebase-config.js","420","11",".js"
"snapshots\20250112-1700\staging\firebase-config.js","420","11",".js"
"snapshots\20250112-1400\www\firebase-config.js","420","11",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\firebase-config.js","420","11",".js"
"backups\backup_v23.78_before_merge_20250112_093803\firebase-config.js","420","11",".js"
"snapshots\20250112-1600\www\firebase-config.js","420","11",".js"
"snapshots\20250112-1415\www\firebase-config.js","420","11",".js"
"www\firebase-config.js","420","11",".js"
"snapshots\20250112-1500\www\firebase-config.js","420","11",".js"
"backups\backup_v23.78_before_merge_20250914_093719\firebase-config.js","420","11",".js"
"_quarantine\backups\backup_20250903_181036\ios\App\App\Assets.xcassets\Splash.imageset\Contents.json","403","0",".json"
"_quarantine\experiments\ios\App\App\Assets.xcassets\Splash.imageset\Contents.json","403","0",".json"
"backups\backup_v14.3_20250908_165215\firebase-config.js","401","10",".js"
"backups\backup_v14.4_card_standardization_20250908_171454\firebase-config.js","401","10",".js"
"Check these\bootstrap.cleaned.js","285","8",".js"
"_quarantine\experiments\ios\App\App\Assets.xcassets\AppIcon.appiconset\Contents.json","218","0",".json"
"_quarantine\backups\backup_20250903_181036\ios\App\App\Assets.xcassets\AppIcon.appiconset\Contents.json","218","0",".json"
"_quarantine\backups\backup_20250903_181036\www\www\tmdb-config.js","212","7",".js"
"_quarantine\backups\backup_20250903_181036\www\tmdb-config.js","212","7",".js"
"_quarantine\experiments\test-results\.last-run.json","145","0",".json"
"_quarantine\backups\backup_20250903_181036\ios\App\App\capacitor.config.json","137","0",".json"
"_quarantine\experiments\ios\App\App\capacitor.config.json","137","0",".json"
"_quarantine\experiments\android\app\src\main\assets\capacitor.plugins.json","135","0",".json"
"_quarantine\backups\backup_20250903_181036\android\app\src\main\assets\capacitor.plugins.json","135","0",".json"
"backups\backup_v14.4_card_standardization_20250908_171454\capacitor.config.json","85","0",".json"
"snapshots\20250112-1700\staging\capacitor.config.json","85","0",".json"
"snapshots\20250112-1415\www\capacitor.config.json","85","0",".json"
"snapshots\20250112-1500\www\capacitor.config.json","85","0",".json"
"backups\backup_v14.3_20250908_165215\capacitor.config.json","85","0",".json"
"snapshots\20250112-1220-phase-b-complete\www\capacitor.config.json","85","0",".json"
"snapshots\20250112-1700\staging\www\capacitor.config.json","85","0",".json"
"capacitor.config.json","85","0",".json"
"snapshots\20250112-1215\www\capacitor.config.json","85","0",".json"
"backups\backup_v23.78_before_merge_20250112_093803\capacitor.config.json","85","0",".json"
"www\capacitor.config.json","85","0",".json"
"backups\backup_v23.25_duplicate_fix_20250912_1051\capacitor.config.json","85","0",".json"
"backups\backup_v23.78_before_merge_20250914_093719\capacitor.config.json","85","0",".json"
"snapshots\20250112-1400\www\capacitor.config.json","85","0",".json"
"snapshots\20250112-1600\www\capacitor.config.json","85","0",".json"
"_quarantine\backups\backup_20250903_181036\android\app\src\main\assets\capacitor.config.json","82","0",".json"
"_quarantine\experiments\android\app\src\main\assets\capacitor.config.json","82","0",".json"
"_quarantine\backups\backup_20250903_181036\ios\App\App\Assets.xcassets\Contents.json","62","0",".json"
"_quarantine\experiments\ios\App\App\Assets.xcassets\Contents.json","62","0",".json"
"snapshots\20250112-1700\staging\www\test-overflow-menu.html","1","1",".html"
"snapshots\20250112-1700\staging\test-overflow-menu.html","1","1",".html"
"www\test-overflow-menu.html","1","1",".html"
"snapshots\20250112-1600\www\test-overflow-menu.html","1","1",".html"
"snapshots\20250112-1215\www\test-overflow-menu.html","1","1",".html"
"backups\backup_v23.78_before_merge_20250112_093803\test-overflow-menu.html","1","1",".html"
"snapshots\20250112-1220-phase-b-complete\www\test-overflow-menu.html","1","1",".html"
"backups\backup_v23.25_duplicate_fix_20250912_1051\test-overflow-menu.html","1","1",".html"
"snapshots\20250112-1400\www\test-overflow-menu.html","1","1",".html"
"snapshots\20250112-1500\www\test-overflow-menu.html","1","1",".html"
"snapshots\20250112-1415\www\test-overflow-menu.html","1","1",".html"
"backups\backup_v23.78_before_merge_20250914_093719\test-overflow-menu.html","1","1",".html"
"_quarantine\experiments\android\app\src\main\assets\public\cordova.js","0","0",".js"
"_quarantine\experiments\android\app\src\main\assets\public\cordova_plugins.js","0","0",".js"
"_quarantine\backups\backup_20250903_181036\ios\App\App\public\cordova.js","0","0",".js"
"_quarantine\backups\backup_20250903_181036\android\app\src\main\assets\public\cordova_plugins.js","0","0",".js"
"_quarantine\backups\backup_20250903_181036\android\app\src\main\assets\public\cordova.js","0","0",".js"
"_quarantine\experiments\ios\App\App\public\cordova_plugins.js","0","0",".js"
"_quarantine\backups\backup_20250903_181036\ios\App\App\public\cordova_plugins.js","0","0",".js"
"_quarantine\experiments\ios\App\App\public\cordova.js","0","0",".js"
